season,pfr_player_name,round,pick,position,age,height_inches,weight,forty,vertical,broad_jump,shuttle,bench,cone,college,pfr_player_id,cfb_player_id
2018,Jerome Baker,3,73,OLB,21,73,229,4.53,36.5,126,4.214565320997008,22,7.0402541720923235,Ohio St.,BakeJe00,jerome-baker-1
2008,Sam Baker,1,21,T,23,77,308,5.5,29.571794006191134,108.81005285948558,4.848590766825554,28,7.871222030734913,USC,BakeSa21,sam-baker-1
2013,David Bakhtiari,4,109,T,21,76,299,5.18,25.5,101,4.74,28,7.7,Colorado,BakhDa00,david-bakhtiari-1
2011,Jonathan Baldwin,1,26,WR,22,76,225,4.49,42,129,4.34,20,7.07,Pittsburgh,BaldJo00,jonathan-baldwin-1
2011,Christian Ballard,4,106,DT,22,76,298,4.75,31.5,111,4.51,25.39961846137977,7.54,Iowa,BallCh00,christian-ballard-1
2019,Corey Ballentine,6,180,CB,23,71,196,4.47,39.5,135,4.14,15,6.82,Washburn,BallCo00,NA
2004,Dave Ball,5,133,DE,23,78,275,5.07,31.54724921874872,112.34884643479973,4.56752794032424,24,7.5028548356665485,UCLA,BallDa20,dave-ball-1
2021,Josh Ball,4,138,OL,23,79,308,5.2,27.5,106,4.7,28,7.77,Marshall,BallJo00,josh-ball-1
2018,Kalen Ballage,4,131,RB,22,73,228,4.46,33.5,122,4.35,15,6.91,Arizona St.,BallKa00,kalen-ballage-1
2013,Montee Ball,2,58,RB,22,71,214,4.66,32,118,4.4,15,6.88,Wisconsin,BallMo00,montee-ball-1
2015,Neiron Ball,5,161,OLB,23,74,230,4.65,33.75209695942315,116.2985695009799,4.293001458625282,22,7.143054319553261,Florida,BallNe00,neiron-ball-1
2012,Vick Ballard,5,170,RB,22,70,217,4.59,33,115,4.19,23,7.03,Mississippi St.,BallVi00,vick-ballard-1
2008,Kentwan Balmer,1,29,DT,21,77,298,5.29,29,103,4.82,33,7.65,North Carolina,BalmKe99,kentwan-balmer-1
2021,Aaron Banks,2,48,OL,24,77,325,5.32,31,100,4.89,24,7.69,Notre Dame,BankAa00,aaron-banks-4
2013,Johnthan Banks,2,43,DB,23,74,185,4.61,34,125,4.27,10,6.97,Mississippi St.,BankJo00,johnthan-banks-1
2002,Mike Banks,7,223,TE,22,76,262,4.84,31.5,104,4.417192009870048,22.049414167734287,7.305821219699748,Iowa St.,BankMi20,mike-banks-1
2001,Alex Bannister,5,140,WR,22,77,207,4.47,30.5,110,4.1753472521828705,16.93104649688702,6.988854098361852,East. Kentucky,BannAl00,NA
2002,Justin Bannan,5,139,DT,23,75,305,5,29,99,4.24,24,7.31,Colorado,BannJu20,justin-bannan-1
2017,Zach Banner,4,137,T,23,80,353,5.58,23.5,92,5.21,22,8.31,USC,BannZa00,zach-banner-1
2019,Ben Banogu,2,49,LB,23,75,250,4.62,40,134,4.27,23,7.02,TCU,BanoBe00,ben-banogu-1
2003,Tully Banta-Cain,7,239,LB,23,74,254,4.79,32.38170121828352,113.84366816302237,4.384510285858267,25,7.262987824924357,California,BantTu20,tully-banta-cain-1
2007,Allen Barbre,4,119,T,23,76,303,4.84,32,105,4.63,28,7.4,Missouri Southern,BarbAl20,NA
2008,Dominique Barber,6,173,DB,22,72,211,4.68,34,117,4.34,23,7.08,Minnesota,BarbDo99,dominique-barber-1
2005,Marion Barber III,4,109,RB,22,71,221,4.49,40,127,4.188419941787584,20,7.00598745627201,Minnesota,BarbMa01,marion-barber-iii-1
2009,Ramses Barden,3,85,WR,23,78,227,4.51,33.5,118,4.26,17,7.0998018734781745,Cal Poly-San Luis Obispo,BardRa00,NA
2011,Joe Barksdale,3,92,T,23,77,313,5.31,29,103,4.75,29,8.27,LSU,BarkJo00,joseph-barksdale-1
2013,Matt Barkley,4,98,QB,22,75,227,4.91,34.0145574955562,116.76873640384713,4.4629464234865415,18.792271104467844,7.365787972385297,USC,BarkMa00,matt-barkley-1
2018,Saquon Barkley,1,2,RB,21,72,233,4.4,41,129.2823276502148,4.24,29,7.073589428406457,Penn St.,BarkSa00,saquon-barkley-1
2001,Kevan Barlow,3,80,RB,22,73,238,4.56,33.204137310552674,115.31696481937149,4.234174355404076,19.815944638637298,7.065954208957557,Pittsburgh,BarlKe00,kevan-barlow-1
2021,Christian Barmore,2,38,DL,22,76,310,4.93,29.36643329260557,108.4421735123666,4.476019113091254,26.516353225928267,7.382921330295453,Alabama,BarmCh00,christian-barmore-1
2022,Amare Barno,6,189,DE,23,77,246,4.36,37,131,4.45,20.560434481669628,7.34882010165949,Virginia Tech,BarnAm00,amare-barno-1
2007,Antwan Barnes,4,134,LB,22,73,240,4.43,35,122,4.32,31,7.29,Florida International,BarnAn99,antwan-barnes-1
2017,Derek Barnett,1,14,DE,21,75,259,4.88,31,117,4.44,21.770230476597163,6.96,Tennessee,BarnDe01,derek-barnett-2
2021,Derrick Barnes,4,113,DE,22,72,238,4.57,37,119,4.27,29,7.112908096014033,Purdue,BarnDe02,derrick-barnes-2
2008,Gary Barnidge,5,141,TE,22,77,240,4.61,31,117,4.23,22,6.92,Louisville,BarnGa01,gary-barnidge-1
2022,Kalon Barnes,7,242,CB,23,72,183,4.23,36.253466482173735,120.7794761499016,4.018474976926323,14.697576967790031,6.783253803439974,Baylor,BarnKa00,kalon-barnes-1
2013,Kenjon Barner,6,182,RB,24,69,196,4.52,35.5,122,4.2,20,6.87,Oregon,BarnKe00,kenjon-barner-1
2009,Kevin Barnes,3,80,DB,22,72,180,4.45,38.5,128,3.96,14.418393276652907,6.72,Maryland,BarnKe99,kevin-barnes-1
2005,Khalif Barnes,2,52,T,23,78,305,4.92,35,106,4.54,26,7.57,Washington,BarnKh20,khalif-barnes-1
2003,Nick Barnett,1,29,LB,22,74,240,4.67,34.5,123,4.08,32,7,Oregon St.,BarnNi20,nick-barnett-1
2000,Rashidi Barnes,7,225,DB,22,71,205,4.62,35,114,4.32,10,6.92,Colorado,BarnRa20,rashidi-barnes-1
2005,Alex Barron,1,19,T,22,79,320,4.87,35.5,112,4.56,27.44696552971868,7.83,Florida St.,BarrAl20,alex-barron-1
2014,Anthony Barr,1,9,LB,22,77,255,4.66,34.5,119,4.19,15,6.82,UCLA,BarrAn00,anthony-barr-1
2000,David Barrett,4,102,DB,22,70,208,4.44,37.5,116,4.04,16,6.81,Arkansas,BarrDa22,david-barrett-2
2008,Josh Barrett,7,220,DB,23,74,226,4.34,31.5,121,4.27,17,7.07,Arizona St.,BarrJo99,josh-barrett-1
2014,Lamin Barrow,5,156,LB,23,73,237,4.64,35,123,4.35,22,7.24,LSU,BarrLa00,lamin-barrow-1
2012,Mark Barron,1,7,DB,22,73,213,4.54,34.63163287423979,117.87415371307725,4.221101665799364,17.489413879161265,7.048820851047401,Alabama,BarrMa00,mark-barron-1
2013,Sam Barrington,7,232,LB,22,73,246,4.91,32.5,117,4.4629464234865415,22,7.365787972385297,South Florida,BarrSa00,sam-barrington-1
2020,Ben Bartch,4,116,G,22,78,309,5.112783120759301,29.605855252134248,108.87106953935991,4.595492463224603,26.423291995549224,7.539505761690675,Saint John's (MN),BartBe00,NA
2019,Cody Barton,3,88,LB,22,74,237,4.64,32.5,116,4.03,30,6.9,Utah,BartCo00,cody-barton-1
2019,Jackson Barton,7,240,T,24,79,310,5.18,27,109,4.66,25,7.85,Utah,BartJa00,jackson-barton-1
2008,Kirk Barton,7,247,T,23,77,303,5.01,29.857293118928556,109.32149063822673,4.5283098715101024,34,7.451454761936079,Ohio St.,BartKi20,NA
2005,Ron Bartell,2,50,DB,23,73,208,4.37,35.5,119.42973036504078,4.1099838041593095,21,6.90318730881107,Howard,BartRo20,NA
2000,William Bartee,2,54,DB,23,73,200,4.43,38.5,124,3.99,16.27961788423373,6.7,Oklahoma,BartWi20,william-bartee-1
2009,Connor Barwin,2,46,DE,22,75,253,4.47,40.5,128,4.18,21,6.87,Cincinnati,BarwCo99,connor-barwin-1
2021,Boogie Basham,2,61,DL,23,75,274,4.64,34,122,4.25,20,7.13,Wake Forest,BashCa00,carlos-basham-jr-1
2001,Idrees Bashir,2,37,DB,22,74,198,4.56,40,126,4.2,22,7.14,Memphis,BashId20,idrees-bashir-1
2017,Tarell Basham,3,80,DE,23,76,269,4.7,31.5,119,4.35,15,7.27,Ohio,BashTa00,tarell-basham-1
2013,David Bass,7,233,DE,22,76,262,4.84,30.5,111,4.33,20,7.07,Missouri Western St.,BassDa00,NA
2020,Tyler Bass,6,188,K,23,70,185,4.439047396108972,35.95694470009757,120.24829256716006,4.155115563026619,14.883699428548113,6.962337996326038,Georgia Southern,BassTy00,tyler-bass-3
2018,Jessie Bates III,2,54,S,21,74,195,4.5,35.5,117,4.26,15.814311732338524,6.78,Wake Forest,BateJe00,jessie-bates-1
2021,Rashod Bateman,1,27,WR,21,72,190,4.39,36,123,4.123056493764022,15.349005580443318,6.920320666721226,Minnesota,BateRa00,rashod-bateman-1
2003,Solomon Bates,4,135,LB,21,73,243,4.89,30,112,4.34,19,7.23,Arizona St.,BateSo20,solomon-bates-1
2003,Arnaz Battle,6,197,WR,23,73,217,4.58,35,117,4.06,17.861658800677432,6.74,Notre Dame,BattAr00,arnaz-battle-1
2003,Julian Battle,3,92,DB,22,74,205,4.45,35.179592523110266,118.85575839468564,4.162274562578158,16.744924036128936,6.971720740451696,Tennessee,BattJu20,julian-battle-1
2002,Rashad Bauman,3,79,DB,23,68,184,4.44,39,118,4.155738217775803,10,6.963154061496619,Oregon,BaumRa20,rashad-bauman-1
2020,Zack Baun,3,74,LB,23,74,238,4.65,32.5,115,4.31,24,7,Wisconsin,BaunZa00,zack-baun-1
2018,Nick Bawden,7,237,RB,22,74,245,4.765048553197841,32.89559962121088,114.76425616475643,4.3682011598966115,20.467373251290585,7.2416127215024755,San Diego St.,BawdNi00,nick-bawden-1
2001,Gary Baxter,2,62,DB,22,74,204,4.53,37.5,122,4.21,16.651862805749897,7.39,Baylor,BaxtGa20,NA
2002,Jarrod Baxter,5,136,FB,23,73,245,4.7,32.5,116,4.27,23,7.1,New Mexico,BaxtJa00,jarrod-baxter-1
2012,Kelvin Beachum,7,248,T,23,74,303,5.38,28.5,101,4.8,19,7.79,SMU,BeacKe00,NA
2010,Zane Beadles,2,45,G,23,76,310,5.28,29.36643329260557,108.4421735123666,4.704791181173719,27,7.682755093723191,Utah,BeadZa20,zane-beadles-1
2011,Jeremy Beal,7,247,DL,23,74,262,5.14,28.5,106,4.46,22,7.19,Oklahoma,BealJe00,jeremy-beal-1
2000,Robert Bean,5,133,DB,22,71,178,4.5,34.5,122,4.2,14.232270815894825,6.87,Mississippi St.,BeanRo20,robert-bean-1
2002,Chad Beasley,7,218,T,23,77,300,5.15,31.5,104,4.6,27,7.75,Virginia Tech,BeasCh20,chad-beasley-1
2007,Jon Beason,1,25,LB,22,72,237,4.72,31.582507248493677,111,4.338755872241775,19,7.20302107223881,Miami (FL),BeasJo99,jon-beason-1
2015,Vic Beasley,1,8,OLB,23,74,235,4.53,41,130,4.15,35,6.91,Clemson,BeasVi00,vic-beasley-1
2017,C.J. Beathard,3,104,QB,23,74,219,4.623781385125997,31,113,4.275864067919615,18.047781261435514,7.12059367392602,Iowa,BeatC.00,cj-beathard-1
2009,Will Beatty,2,60,T,24,78,307,5.06,33.5,107,4.77,27,7.62,Connecticut,BeatWi20,william-beatty-1
2013,Steve Beauharnais,7,235,LB,23,73,240,4.84,33,118,4.2,19,6.99,Rutgers,BeauSt00,steve-beauharnais-1
2022,Darrian Beavers,6,182,LB,23,76,237,4.721581732252658,36.5,125,4.339789746980613,19.722883408258255,6.91,Cincinnati,BeavDa00,darrian-beavers-1
2016,Willie Beavers,4,121,T,22,77,324,5.28,25.5,103,4.71,20,7.96,Western Michigan,BeavWi00,willie-beavers-1
2000,Anthony Becht,1,27,TE,23,77,272,4.78,33.5,123,4.08,22.9800264715247,6.94,West Virginia,BechAn00,anthony-becht-1
2007,John Beck,2,40,QB,26,74,215,4.75,29.5,111,4.17,17.67553633991935,6.81,BYU,BeckJo00,john-beck-1
2005,Jordan Beck,3,90,LB,22,74,233,4.6,41,128,4.1,25,7.11,Cal Poly-San Luis Obispo,BeckJo20,NA
2017,Kendell Beckwith,3,107,ILB,22,74,243,4.754181847961545,33.00979926630585,114.9688312762529,4.361098306667612,20,7.232303563996595,LSU,BeckKe00,kendell-beckwith-1
2014,Odell Beckham Jr.,1,12,WR,21,71,198,4.38,38.5,122,3.94,7,6.69,LSU,BeckOd00,odell-beckham-jr-1
2000,Rogers Beckett,2,43,DB,23,74,207,4.62,39.5,119,4.29,15,6.48,Marshall,BeckRo20,rogers-beckett-1
2019,Terry Beckner,7,215,DT,22,76,296,5.19,24.5,98,4.82,28,7.97,Missouri,BeckTe00,terry-beckner-jr-1
2009,Travis Beckum,3,100,TE,22,75,240,4.61,33.272259802438896,115.43899817912013,4.266856079415857,28,7.108787603732948,Wisconsin,BeckTr00,travis-beckum-1
2020,Mekhi Becton,1,11,T,21,79,364,5.1,26.556526080513187,103.4085582088298,4.587136974731308,23,7.5285548725317835,Louisville,BectMe00,mekhi-becton-1
2000,Brad Bedell,6,206,T,23,76,306,5.07,31.5,103,4.58,17,7.76,Colorado,BedeBr20,NA
2007,Josh Beekman,4,130,C,24,74,313,5.36,25.5,93,4.81,24,8.24,Boston Col.,BeekJo20,josh-beekman-1
2001,Monty Beisel,4,107,LB,23,75,254,4.83,34.5,110,4.28,25,7.32,Kansas St.,BeisMo20,monty-beisel-1
2008,Beau Bell,4,104,LB,22,74,243,4.9,33.00979926630585,114.9688312762529,4.456410078684185,25,7.357221293430218,UNLV,BellBe99,beau-bell-1
2015,Blake Bell,4,117,TE,24,78,263,4.8,33,116,4.32,14,6.85,Oklahoma,BellBl00,blake-bell-1
2022,Daniel Bellinger,4,112,TE,21,77,253,4.63,34.5,125,4.47,22,7.05,San Diego St.,BellDa00,daniel-bellinger-1
2022,David Bell,3,99,WR,21,73,212,4.65,33,118,4.57,17.396352648782226,7.14,Purdue,BellDa02,david-bell-6
2008,Demetress Bell,7,219,T,24,77,301,5.18,26.5,109,4.65,9,7.65,Northwestern St. (LA),BellDe20,NA
2004,Jacob Bell,5,138,G,23,77,300,5.22,30.028592586571012,109.62835330547142,4.665573112359581,26,7.631355019992721,Miami (OH),BellJa20,NA
2015,Kenny Bell,5,162,WR,23,73,197,4.42,41.5,129,4.15,7,6.66,Nebraska,BellKe02,kenny-bell-2
2001,Kendrell Bell,2,39,LB,23,73,254,4.64,38.5,124,4.5,24,7.25,Georgia,BellKe20,kendrell-bell-1
2013,Le'Veon Bell,2,48,RB,21,74,230,4.6,31.5,118,4.24,24,6.75,Michigan St.,BellLe00,leveon-bell-1
2001,Marcus Bell,4,123,DT,22,74,339,5.32,26.784897999355422,98,4.71,17,8.07,Memphis,BellMa20,marcus-bell-1
2000,Marcus Bell,4,116,LB,23,73,245,4.78,31.5,111,4.33,21,7.17,Arizona,BellMa21,marcus-bell-2
2004,Tatum Bell,2,41,RB,23,71,190,4.37,38.5,117,4.1099838041593095,25,6.90318730881107,Oklahoma St.,BellTa00,tatum-bell-1
2016,Vonn Bell,2,61,S,21,71,199,4.52,35.248708252923386,118.97957102230738,4.208028976194651,16,7.031687493137243,Ohio St.,BellVo00,vonn-bell-2
2022,Dane Belton,4,114,DB,21,73,205,4.43,36.5,123,4.24,16.744924036128936,7.01,Iowa,BeltDa00,dane-belton-1
2016,Caleb Benenoch,5,148,T,22,77,305,4.98,28,104,5.11,26.051047074033058,8.15,UCLA,BeneCa00,caleb-benenoch-1
2020,Eno Benjamin,7,222,RB,21,69,207,4.57,39,122,4.25,12,6.97,Arizona St.,BenjEn00,eno-benjamin-1
2014,Kelvin Benjamin,1,28,WR,23,77,240,4.61,32.5,119,4.39,13,7.33,Florida St.,BenjKe00,kelvin-benjamin-1
2012,Travis Benjamin,4,100,WR,22,70,172,4.31,38,119,4.070765735345172,14,6.8517872350806,Miami (FL),BenjTr00,travis-benjamin-1
2010,Arrelious Benn,2,39,WR,21,74,225,4.57,37,118,4.240710700206432,20,7.074520887912636,Illinois,BennAr00,arrelious-benn-1
2006,Charles Bennett,7,241,LB,23,75,245,4.7,33.5,115,4.52,19,7.48,Clemson,BennCh21,charles-bennett-1
2008,Earl Bennett,3,70,WR,21,73,205,4.48,26,110,4.22,15,7.15,Vanderbilt,BennEa00,earl-bennett-1
2007,Fred Bennett,4,123,DB,23,73,196,4.46,38.5,125,4.3,17,6.67,South Carolina,BennFr99,fred-bennett-1
2008,Martellus Bennett,2,61,TE,21,79,248,4.68,34,118,4.53,18,7.64,Texas A&M,BennMa00,martellus-bennett-1
2001,Michael Bennett,1,27,RB,23,69,211,4.38,39.5,130,4.116520148961666,13,6.911753987766149,Wisconsin,BennMi00,michael-bennett-1
2015,Michael Bennett,6,180,DT,22,74,288,5.04,30.440307251669044,110.36589126758255,4.547918905917172,24.46900615758936,7.477154798801314,Ohio St.,BennMi01,michael-bennett-5
2005,Cedric Benson,1,4,RB,22,71,222,4.62,33.93541233433124,116.6269572400981,4.273392424218213,18.326964952572638,7.1173542826880265,Texas,BensCe00,cedric-benson-1
2012,Bill Bentley,3,85,DB,23,70,176,4.42,31.5,114,4.5,13,6.99,NA,BentBi00,NA
2002,Kevin Bentley,4,101,LB,22,73,245,4.68,39,120,3.83,23,6.71,Northwestern,BentKe20,kevin-bentley-1
2002,LeCharles Bentley,2,44,G,22,74,313,5.19,25.5,103,4.54,26.795536917065387,7.85,Ohio St.,BentLe00,lecharles-bentley-1
2014,Bene Benwikere,5,148,DB,23,71,195,4.59,40.5,122,4.38,10,6.94,San Jose St.,BenwBe00,bene-benwikere-1
2012,Jake Bequette,3,90,DE,23,77,274,4.75,34,113,4.07,23.16614893228278,6.9,Arkansas,BequJa00,jake-bequette-1
2005,Joe Berger,6,207,T,23,77,303,5.18,27,96,4.62,30,7.77,Michigan Tech,BergJo20,NA
2012,Tony Bergstrom,3,95,T,26,77,315,5.19,29.5,101,4.84,32,7.95,Utah,BergTo00,tony-bergstrom-1
2014,Nat Berhe,5,152,DB,23,71,193,4.71,35.5,117,4.22,15,7.08,San Diego St.,BerhNa00,nat-berhe-1
2001,Eddie Berlin,5,159,WR,23,71,195,4.43,39.5,122,4.08,15.814311732338524,6.78,Northern Iowa,BerlEd00,NA
2013,Giovani Bernard,2,37,RB,21,69,202,4.53,33.5,122,4.12,19,6.91,North Carolina,BernGi00,giovani-bernard-1
2002,Rocky Bernard,5,146,DT,23,75,293,4.96,33,108,4.41,30,7.43,Texas A&M,BernRo20,NA
2022,Terrel Bernard,3,89,LB,23,73,224,4.662360399722001,35.5,123,4.25,22,7.03,Baylor,BernTe00,terrel-bernard-1
2004,Bernard Berrian,3,78,WR,23,73,190,4.58,38,128,4.18,15.349005580443318,7.34,Fresno St.,BerrBe00,bernard-berrian-1
2018,Braxton Berrios,6,210,WR,22,69,184,4.433614043490824,35.922883454154466,120.18727588728575,4.151564136412119,11,6.957683417573097,Miami (FL),BerrBr00,braxton-berrios-1
2010,Eric Berry,1,5,DB,21,72,211,4.4,43,130,4.23,19,6.8,Tennessee,BerrEr99,eric-berry-1
2000,Gary Berry,4,126,DB,22,71,193,4.55,35.59130718820829,119.59329635679676,4.22763801060172,15.628189271580442,7.0573875300024795,Ohio St.,BerrGa20,gary-berry-1
2010,Jahvid Best,1,30,RB,21,69,190,4.34,32.5,113,4.17,18,6.75,California,BestJa00,jahvid-best-1
2006,Antoine Bethea,6,207,DB,22,71,203,4.39,36.5,127,4.11,19,6.99,Howard,BethAn20,NA
2012,Justin Bethel,6,177,DB,22,72,200,4.52,39.5,131,4.3,19,6.79,Presbyterian,BethJu00,NA
2002,Ladell Betts,2,56,RB,23,70,222,4.62,38,116,4.06,23,7.06,Iowa,BettLa00,ladell-betts-1
2020,Tyler Biadasz,4,146,C,22,76,314,5.13994988385004,29.13803400241563,108.03302328937366,4.613249596297102,26.88859814744443,7.562778655455379,Wisconsin,BiadTy00,tyler-biadasz-1
2002,Martin Bibla,4,116,G,22,75,306,5.08,29.503671514304916,108.68801949973695,4.574064285126596,35,7.511421514621627,Miami (FL),BiblMa20,NA
2017,Vince Biegel,4,108,LB,24,75,246,4.67,33.5,118,4.3,21,6.92,Wisconsin,BiegVi00,vince-biegel-1
2018,Keishawn Bierria,6,217,ILB,23,74,230,4.79,30.5,117,4.384510285858267,21,7.26,Washington,BierKe00,keishawn-bierria-1
2008,Kroy Biermann,5,154,LB,22,75,242,4.85,31.5,112,4.56,29,7.08,Montana,BierKr99,NA
2002,Terreal Bierria,4,120,DB,21,75,211,4.61,36,130,4.1,18,6.93,Georgia,BierTe20,terreal-bierria-1
2016,Andrew Billings,4,122,NT,21,73,310,5.05,27.5,113,4.82,31,8.05,Baylor,BillAn00,andrew-billings-1
2006,Darnell Bing,4,101,DB,21,74,220,4.53,34,120,4.07,17,7.25,USC,BingDa00,darnell-bing-1
2004,Ryon Bingham,7,204,DT,23,75,303,5.09,30,109,4.38,33,7.44,Nebraska,BingRy20,ryon-bingham-1
2001,Cory Bird,3,91,DB,23,70,213,4.6,34.35814966876801,117.38424100620962,4.260319734613501,22,7.1002209247778705,Virginia Tech,BirdCo20,cory-bird-1
2007,Desmond Bishop,6,192,LB,23,74,241,4.78,33.12399891140082,115.17340638774937,4.377973941055911,33,7.254421145969278,California,BishDe99,desmond-bishop-1
2017,Adam Bisnowaty,6,200,T,23,78,304,5.23,29.5,96,4.94,23,8.02,Pittsburgh,BisnAd00,adam-bisnowaty-1
2014,Joel Bitonio,2,35,G,22,76,302,4.92,32,114,4.44,22,7.37,Nevada,BitoJo00,joel-bitonio-1
2011,Ahmad Black,5,151,DB,21,69,183,4.7,35.5,119,4.2,18,6.85,Florida,BlacAh00,ahmad-black-1
2015,Angelo Blackson,4,100,DT,22,76,318,5.02,31,101,4.57,20,7.5,Auburn,BlacAn00,angelo-blackson-1
2005,Darryl Blackstock,3,95,LB,22,75,241,4.7,39,126,4.29,25,7.05,Virginia,BlacDa20,darryl-blackstock-1
2001,Harold Blackmon,7,210,DB,23,71,216,4.54,37,121,4.28,17,7.03,Northwestern,BlacHa20,harold-blackmon-1
2003,Jordan Black,5,153,T,23,77,314,5.18,30,106,4.5,26.88859814744443,7.65,Notre Dame,BlacJo20,jordan-black-1
2012,Justin Blackmon,1,5,WR,22,73,210,4.46,34.80293234188225,118.18101638032195,4.168810907380514,14,6.980287419406775,Oklahoma St.,BlacJu00,justin-blackmon-1
2020,Julian Blackmon,3,85,S,22,72,187,4.449914101345267,36.025067191983794,120.37032592690869,4.1622184162556195,15.069821889306194,6.9716471538319205,Utah,BlacJu01,julian-blackmon-1
2007,Quincy Black,3,68,LB,23,74,226,4.42,41.5,124,4.34,24,6.86,New Mexico,BlacQu99,quincy-black-1
2020,Ross Blacklock,2,40,DT,22,75,290,4.9,29,107,4.67,24.65512861834744,7.77,TCU,BlacRo00,ross-blacklock-1
2006,Will Blackmon,4,115,DB,21,72,200,4.47,41,133,4.23,16.27961788423373,6.67,Boston Col.,BlacWi20,will-blackmon-1
2007,H.B. Blades,6,179,LB,22,71,236,4.69,33.13601481866645,115.19493145962286,4.319146837834706,22,7.177321035373575,Pittsburgh,BladH.99,hb-blades-1
2001,Willie Blade,3,93,DT,22,75,315,4.93,28.989773111377556,107.76743149800289,4.476019113091254,26.981659377823473,7.382921330295453,Mississippi St.,BladWi20,NA
2019,Marquise Blair,2,47,S,22,73,195,4.48,35,125,4.1818835969852275,15.814311732338524,6.997420777316933,Utah,BlaiMa01,marquise-blair-1
2016,Ronald Blair,5,142,DE,23,75,272,5.15,30,113,4.53,32,7.95,Appalachian St.,BlaiRo00,ronald-blair-1
2012,Philip Blake,4,108,OL,26,74,311,5.17,29.5,105,4.65,22,7.86,Baylor,BlakPh00,philip-blake-1
2007,Justin Blalock,2,39,G,23,75,320,5.1,28.5,101,4.72,40,7.75,Texas,BlalJu20,justin-blalock-1
2012,Robert Blanton,5,139,DB,23,73,208,4.66,34,116,3.97,12,6.71,Notre Dame,BlanRo00,robert-blanton-1
2014,Rob Blanchflower,7,230,TE,24,76,256,4.82,32.44982371016974,113.965701522771,4.404119320265337,21.49104678546004,7.288687861789592,Massachusetts,BlanRo01,rob-blanchflower-1
2001,Derrick Blaylock,5,150,RB,22,69,205,4.36,35.5,119,4.09,18,7.05,S.F. Austin,BlayDe00,NA
2014,Alfred Blue,6,181,RB,23,74,223,4.63,32,121,4.5,13,7.15,LSU,BlueAl00,alfred-blue-1
2006,Greg Blue,5,149,DB,24,74,215,4.57,37.5,120,4.240710700206432,16,7.074520887912636,Georgia,BlueGr20,greg-blue-1
2016,Austin Blythe,7,248,C,24,74,291,5.36,27.5,99,4.53,29,7.52,Iowa,BlytAu00,austin-blythe-1
2004,Colby Bockwoldt,7,240,LB,23,73,235,4.6,34,112,4.05,14,7.12,BYU,BockCo20,colby-bockwoldt-1
2014,Russell Bodine,4,111,C,22,75,310,5.18,29,109,4.66,42,8.26,North Carolina,BodiRu00,russell-bodine-1
2016,Evan Boehm,4,128,C,23,75,310,5.33,28.5,96,4.69,24,7.52,Missouri,BoehEv00,evan-boehm-1
2013,Tommy Bohanon,7,215,RB,22,73,246,4.88,35,119,4.42,36,7.27,Wake Forest,BohaTo00,tommy-bohanon-1
2002,Rocky Boiman,4,133,LB,22,76,236,4.6,35,122,4.05,17,6.86,Notre Dame,BoimRo20,NA
2003,Anquan Boldin,2,54,WR,22,73,218,4.72,33.5,114,4.33,17.95472003105647,7.35,Florida St.,BoldAn00,anquan-boldin-1
2012,Omar Bolden,4,101,DB,23,70,198,4.51,35.21464700698028,118.91855434243308,4.201492631392295,24,7.023120814182166,Arizona St.,BoldOm00,omar-bolden-1
2005,Michael Boley,5,160,LB,23,75,236,4.56,34,113,4.12,19.629822177879216,7.08,Southern Miss,BoleMi20,michael-boley-1
2011,Clint Boling,4,101,G,22,76,310,5.28,31,102,4.64,28,7.66,Georgia,BoliCl00,clint-boling-1
2017,Garett Bolles,1,20,T,25,77,297,4.95,28,115,4.55,25.306557231000728,7.29,Utah,BollGa00,garrett-bolles-1
2003,Kyle Boller,1,19,QB,22,75,220,4.61,35.5,117,4.02,18.140842491814556,7.2,California,BollKy00,kyle-boller-1
2021,Nick Bolton,2,58,LB,21,71,237,4.6,32,113.15989572902095,4.5,24,7.4,Missouri,BoltNi00,nick-bolton-1
2009,Rhett Bomar,5,151,QB,24,74,225,4.7,29.73727292190204,106,4.06,25,6.91,Sam Houston St.,BomaRh00,NA
2016,Devante Bond,6,183,OLB,23,73,238,4.7,37.5,121,4.36,21,7.07,Oklahoma,BondDe00,devante-bond-1
2013,Travis Bond,7,214,G,22,78,329,5.27,22.5,98,4.96,22,7.85,North Carolina,BondTr00,travis-bond-1
2022,Nik Bonitto,2,64,OLB,22,75,248,4.54,35.5,120,4.23,20.74655694242771,7.07,Oklahoma,BoniNi00,nik-bonitto-1
2013,Alan Bonner,6,195,WR,22,70,193,4.59,33,117,4.15,14,6.955633425583731,Jacksonville St.,BonnAl00,NA
2016,Devontae Booker,4,136,RB,24,71,212,4.56,34.506410559806085,117.64983279758039,4.234174355404076,22,7.065954208957557,Utah,BookDe00,devontae-booker-1
2021,Ian Book,4,133,QB,23,72,211,4.65,32.5,115,4.19,17.303291418403184,6.99,Notre Dame,BookIa00,ian-book-1
2007,Lorenzo Booker,3,71,RB,23,71,191,4.46,35.5,121,4.168810907380514,26,6.980287419406775,Florida St.,BookLo00,lorenzo-booker-1
2022,Thomas Booker,5,150,DE,22,75,301,4.94,31.213460383175345,110,4.41,25.678802152516894,7.33,Stanford,BookTh00,thomas-booker-1
